strain	date	country	state	division	location	host	host_categories	clade_membership	strains	lineages	accessions	organization	DataSource	authors	journal	title	url	latitude	longitude	parent_id	parsimony	usher_annotation	autolin_proposal	lineage_name	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Level_7	Level_8
FJ483548	2008-XX-XX	ITA	Unknown	ITA	Global	Corvidae	Birds-Perching Birds	Ia	?	I.a.2	FJ483548.1	Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale	NCBI_Global	Monaco et al	"Submitted (24-NOV-2008) Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale, Via Campo Boario, Teramo, TE 64100, Italy"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/FJ483548	41.87194	12.56738	node_685	3	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.2.1.3	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
MH170235	2006-XX-XX	USA	CO	CO/Weld	USA	Culicidae	Mosquitoes	Ia	SW03	I.a.4-NY99.WN02.SW03	MH170235.1	University of Texas Medical Branch Microbiology and Immunology	NS_NA_NCBI	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	"Terrestrial Bird Migration and West Nile Virus Circulation, United States"	https://www.ncbi.nlm.nih.gov/nuccore/MH170235	38.7251776	-105.6077166	node_2907	14	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KX547181	2003-09-24	USA	NY	NY/Ulster	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547181	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547181	41.8586	-74.3118	node_1323	9	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.5.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2
KJ501181	2010-XX-XX	USA	USA	USA/USA	Unknown	Culex tarsalis	Mosquitoes-Culex	?	?	I.a.4-NY99	KJ501181.1	Broad Institute of MIT & Harvard	NCBI_Global	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501181	37.0902	-95.7129	node_2977	10	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.4	I.a.4-NY99.SW03.4.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KJ501479	2002-XX-XX	USA	KY	KY/Boone	USA	Passer domesticus	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KJ501479	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501479	38.9940572	-84.7315563	node_1147	6	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.28	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.28	I.a.4-NY99.WN02.28	I.a.4-NY99.WN02.28	I.a.4-NY99.WN02.28	I.a.4-NY99.WN02.28	I.a.4-NY99.WN02.28
HM488190	2004-XX-XX	USA	IL	IL/IL	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	HM488190|2004|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (12-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488190	40.0796319	-89.4339808	node_999	5	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
W1303	2017-08-01	USA	LA	LA/Ouachita	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W1303_2017-08-01_USA_LA_Ouachita_x_x	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	32.4271852	-92.2236667	node_2245	19	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3.1	I.a.4-NY99.WN02.3.1.1	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99.WN02.3.1.1.1
KX547334	2012-06-18	USA	NY	NY/Erie	USA	Culex	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	KX547334	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547334	42.7582309	-78.77963378	node_2069	11	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.2	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99.WN02.1.4.2.2
KJ501496	2001-XX-XX	USA	IL	IL/Cook	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KJ501496	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501496	41.7376587	-87.697554	node_4402	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.22	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22
DQ176637	2002-08-01	USA	TX	TX/TX	USA	Quiscalus quiscula	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	DQ176637	The University of Texas Southwestern Medical Center Microbiology	NS_NA_NCBI	Keller et al	"J. Virol. 80 (19), 9424-9434 (2006)"	Resistance to alpha/beta interferon is a determinant of West Nile virus replication fitness and virulence	https://www.ncbi.nlm.nih.gov/pubmed/16973548	31.8160381	-99.5120985	node_3385	5	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KJ501167	2007-XX-XX	USA	USA	USA/USA	Unknown	Culex quinquefasciatus	Mosquitoes-Culex	?	?	I.a.4-NY99	KJ501167.1	Broad Institute of MIT & Harvard	NCBI_Global	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501167	37.0902	-95.7129	node_2838	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.2	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
MH170230	2007-XX-XX	USA	CO	CO/Weld	USA	Culicidae	Mosquitoes	Ia	SW03	I.a.4-NY99.WN02.SW03	MH170230.1	University of Texas Medical Branch Microbiology and Immunology	NS_NA_NCBI	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	"Terrestrial Bird Migration and West Nile Virus Circulation, United States"	https://www.ncbi.nlm.nih.gov/nuccore/MH170230	38.7251776	-105.6077166	node_3009	9	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.3	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
LR743432	2019-08-30	DEU	Unknown	DEU	Global	Phoenicoparrus andinus	Birds-Wading Birds	?	?	II	LR743432.1	Friedrich-Loeffler-Institute Federal Research Institute for Animal Health Institute of Diagnostic Virology Suedufer 10 Greifswald - Insel Riems Mecklenburg - Western Pomerania 17493	NCBI_Global	et al	"Submitted (13-DEC-2019) Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493, Germany"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/LR743432	51.165691	10.451526	node_251	0	II	New	II.1.1.1.1.1	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.1	II.1.1.1.1	II.1.1.1.1.1
HC467807	?	Unknown	Unknown	Unknown	Global	Unknown	Unknown	?	?	I.a.4-NY99	HC467807.1	NULL	NCBI_Global	Hennessy et al	"Patent: WO 2010025469-A1 23 04-MAR-2010; Boehringer Ingelheim Vetmedica, Inc. (US)"	West nile virus vaccine	https://www.ncbi.nlm.nih.gov/nuccore/HC467807	Unknown	Unknown	node_4558	0	I.a.4-NY99		I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
KX394403	1963-06-01	AUS	Unknown	Unknown	Global	Anopheles bancroftii	Mosquitoes-Anopheles	Ib	kunjin	I.b.kunjin	Unknown	Forensic and Scientific Services Public and Environmental Health	Koch-WNV-Global	Huang et al	Unpublished	Archival isolates confirm a single topotype of West Nile virus in Australia	https://www.ncbi.nlm.nih.gov/nuccore/KX394403	-25.274398	133.775136	node_54	0	I.b.kunjin		I.b.kunjin	I.a	I.a.4-NY99	I.b.kunjin	I.b.kunjin	I.b.kunjin	I.b.kunjin	I.b.kunjin	I.b.kunjin
DQ666451	2005-08-01	USA	AZ	AZ/AZ	USA	Unknown	Unknown	Ia	SW03	I.a.4-NY99.WN02.SW03	DQ666451	CBER/FDA DETTD	NS_NA_NCBI	Grinev et al	Unpublished	Genetic variability of West Nile virus (WNV) in blood donor populations during four consecutive epidemics (2002 to 2005) in the USA	https://www.ncbi.nlm.nih.gov/nuccore/DQ666451	34.048927	-111.093735	node_2577	7	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
W285	2007-06-13	USA	CA	CA/CA	USA	Unknown	Birds-Other	Ia	SW03	I.a.4-NY99.WN02.SW03	W285	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_2716	5	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OQ721593	2017-08-07	USA	IA	IA/IA	USA	Culex restuans	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721593.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721593	42.032974	-93.581543	node_2013	14	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.1.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.1	I.a.4-NY99.WN02.1.4.1.2	I.a.4-NY99.WN02.1.4.1.2	I.a.4-NY99.WN02.1.4.1.2
W234	2016-07-05	USA	CA	CA/CA	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W234	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_3791	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.1.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1.1	I.a.4-NY99.WN02.2.1.1.3	I.a.4-NY99.WN02.2.1.1.3	I.a.4-NY99.WN02.2.1.1.3
JF957170	2007-XX-XX	USA	CO	CO/CO	USA	Unknown	Unknown	Ia	SW03	I.a.4-NY99.WN02.SW03	JF957170|2007|USA|	FDA/CBER	NS_NA_NCBI	Anez et al	"PLoS Negl Trop Dis 7 (5), E2245 (2013)"	"Evolutionary dynamics of west nile virus in the United States, 1999-2011: phylogeny, selection pressure and evolutionary time-scale analysis"	https://www.ncbi.nlm.nih.gov/pubmed/23738027	39.113014	-105.358887	node_2545	8	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
HQ671689	?	Unknown	Unknown	Unknown	Global	Culex quinquefasciatus	Mosquitoes-Culex	Ia	?	I.a.4-NY99	HQ671689.1	Broad Institute of MIT and Harvard	NCBI_Global	Henn et al	"Submitted (29-OCT-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HQ671689	Unknown	Unknown	node_833	1	I.a.4-NY99	New	I.a.4-NY99.1.1	I.a.4-NY99	I.a.4-NY99.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1
MF175861	2015-08-19	USA	TX	TX/TX	USA	Culex tarsalis	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	MF175861.1	UT Southwestern Medical Center Department of Immunology	NS_NA_NCBI	Aroh et al	Unpublished	"2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015"	https://www.ncbi.nlm.nih.gov/nuccore/MF175861	31.8160381	-99.5120985	node_1920	23	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.2.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.2	I.a.4-NY99.WN02.1.2.3	I.a.4-NY99.WN02.1.2.3	I.a.4-NY99.WN02.1.2.3	I.a.4-NY99.WN02.1.2.3
JN819317	?	Unknown	Unknown	Unknown	Global	Unknown	Unknown	Ia	?	I.a.4-NY99	JN819317.1	Broad Institute of MIT and Harvard	NCBI_Global	Henn et al	"Submitted (16-JUN-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JN819317	Unknown	Unknown	node_871	0	I.a.4-NY99	New	I.a.4-NY99.2	I.a.4-NY99	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2
KT757321	2013-XX-XX	SRB	Unknown	SRB	Global	Culex pipiens	Mosquitoes-Culex	?	?	II	KT757321.1	University of Pecs Szentagothai Research Centre	NCBI_Global	Kemenesi et al	Unpublished	"Genetic characterization of West Nile virus lineage 2 strains from Serbia, 2013: first evidence of NS3249P mutation in the Balkanian Peninsula"	https://www.ncbi.nlm.nih.gov/nuccore/KT757321	44.016521	21.005859	node_516	5	II	New	II.1.3.2	I.a	I.a.4-NY99	II	II.1	II.1.3	II.1.3.2	II.1.3.2	II.1.3.2
OQ721851	2005-08-03	USA	CA	CA/CA	USA	Corvus brachyrhynchos	Birds-Perching Birds	?	?	I.a.4-NY99	OQ721851.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721851	36.778259	-119.417931	node_4212	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.7	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.7	I.a.4-NY99.WN02.2.7	I.a.4-NY99.WN02.2.7	I.a.4-NY99.WN02.2.7	I.a.4-NY99.WN02.2.7
MH819462	2015-09-09	CAN	Quebec	Quebec/Quebec	Global	Culex	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	MH819462.1	Laboratoire de sante publique du Quebec Bacteriologie	NCBI_Global	Therrien et al	Virology (2019) In press	"Phylogenetic analysis of West Nile virus in Quebec, Canada, 2004-2016: Co-circulation of distinct variants harbouring conserved amino acid motifs in North America"	https://www.ncbi.nlm.nih.gov/nuccore/MH819462	45.60429	-73.453583	node_1188	8	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.14.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14.1	I.a.4-NY99.WN02.14.1	I.a.4-NY99.WN02.14.1	I.a.4-NY99.WN02.14.1	I.a.4-NY99.WN02.14.1
W1805	2015-07-27	USA	CO	CO/Larimer	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W1805_2015-07-27_USA_CO_Larimer_40.547_-105.034	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	40.6955572	-105.5943388	node_1540	9	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.6.1.2.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6.1	I.a.4-NY99.WN02.6.1.2	I.a.4-NY99.WN02.6.1.2.1	I.a.4-NY99.WN02.6.1.2.1	I.a.4-NY99.WN02.6.1.2.1
HM488241	2008-XX-XX	USA	NY	NY/NY	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	HM488241|2008|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (04-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488241	40.7127	-74.0059	node_3162	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1.3	I.a.4-NY99.WN02.4.1.3	I.a.4-NY99.WN02.4.1.3	I.a.4-NY99.WN02.4.1.3
OQ721696	2015-09-28	USA	CA	CA/CA	USA	Corvus brachyrhynchos	Birds-Perching Birds	?	?	I.a.4-NY99	OQ721696.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721696	36.778259	-119.417931	node_2482	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.1	I.a.4-NY99.SW03.1.1.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OQ721335	2010-07-13	USA	CA	CA/CA	USA	Culex tarsalis	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721335.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721335	36.778259	-119.417931	node_3846	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1
KX547426	2007-08-08	USA	NY	NY/Onondaga	USA	Culex	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	KX547426	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547426	43.0268	-76.1784	node_4372	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.10	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.10	I.a.4-NY99.WN02.10	I.a.4-NY99.WN02.10	I.a.4-NY99.WN02.10	I.a.4-NY99.WN02.10	I.a.4-NY99.WN02.10
MH170239	2006-XX-XX	USA	CO	CO/Weld	USA	Culex tarsalis	Mosquitoes-Culex	Ia	SW03	I.a.4-NY99.WN02.SW03	MH170239.1	University of Texas Medical Branch Microbiology and Immunology	NS_NA_NCBI	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	"Terrestrial Bird Migration and West Nile Virus Circulation, United States"	https://www.ncbi.nlm.nih.gov/nuccore/MH170239	38.7251776	-105.6077166	node_2550	8	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KX547364	2002-09-13	USA	NY	NY/Rockland	USA	Aedes sp.	Mosquitoes-Aedes	Ia	WN02	I.a.4-NY99.WN02	KX547364	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547364	41.1489	-73.983	node_1266	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.25	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.25	I.a.4-NY99.WN02.25	I.a.4-NY99.WN02.25	I.a.4-NY99.WN02.25	I.a.4-NY99.WN02.25	I.a.4-NY99.WN02.25
KX547373	2009-09-30	USA	NY	NY/Niagara	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547373	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547373	43.3119	-78.7476	node_2151	4	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KJ501363	2001-XX-XX	USA	OH	OH/Franklin	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	NY99	I.a.4-NY99	KJ501363	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501363	39.5589474	-84.3041074	node_986	5	I.a.4-NY99		I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
W1485	2005-08-01	USA	MN	MN/MN	USA	Unknown	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	W1485_2005-08-01_USA_MN_Washington_nan_nan	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	45.9896587	-94.6113287	node_1241	2	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.7.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7.1	I.a.4-NY99.WN02.7.1	I.a.4-NY99.WN02.7.1	I.a.4-NY99.WN02.7.1	I.a.4-NY99.WN02.7.1
KX547236	2011-09-15	USA	NY	NY/Onondaga	USA	Aedes sp.	Mosquitoes-Aedes	Ia	WN02	I.a.4-NY99.WN02	KX547236	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547236	43.0268	-76.1784	node_1181	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.14.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14.2	I.a.4-NY99.WN02.14.2	I.a.4-NY99.WN02.14.2	I.a.4-NY99.WN02.14.2	I.a.4-NY99.WN02.14.2
KR348940	2010-08-06	USA	CA	CA/Riverside	USA	Culex tarsalis	Mosquitoes-Culex	Ia	SW03	I.a.4-NY99.WN02.SW03	KR348940	Centers for Disease Control and Prevention Division of Vector-Borne Infectious Diseases	NS_NA_NCBI	Duggal et al	"Virology 485, 79-85 (2015)"	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.9806005	-117.3754942	node_2602	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.7	I.a.4-NY99.SW03.1.7.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
MH170228	2003-XX-XX	USA	CO	CO/CO	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	MH170228.1	University of Texas Medical Branch Microbiology and Immunology	NS_NA_NCBI	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	"Terrestrial Bird Migration and West Nile Virus Circulation, United States"	https://www.ncbi.nlm.nih.gov/nuccore/MH170228	39.113014	-105.358887	node_4415	13	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.22	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22	I.a.4-NY99.WN02.22
