KX547267,2003-09-29,USA,NY,Dutchess,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547267,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547266,2002-08-09,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547266,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547265,2009-08-31,USA,NY,Suffolk,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547265,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547264,2004-08-16,USA,NY,Livingston,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547264,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7577,-77.8367
KX547263,2002-09-16,USA,NY,Albany,NY,Cardinalis cardinalis,Birds-Perching Birds,1a,WN02,KX547263,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547262,2005-07-20,USA,NY,Onondaga,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547262,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547261,2002-09-04,USA,NYC,Queens,NYC,Passer domesticus,Birds-Perching Birds,1a,NY99,KX547261,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547260,2006-08-10,USA,NY,Onondaga,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547260,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547259,2005-08-11,USA,NY,Niagara,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547259,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547258,2006-07-12,USA,NY,Ontario,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547258,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.851,-77.2865
KX547257,2007-09-24,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547257,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547256,2004-08-10,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547256,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547255,2011-09-13,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547255,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547254,2013-07-17,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547254,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547253,2004-05-30,USA,NY,St. Lawrence,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,NY99,KX547253,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,44.4473,-74.9302
KX547252,2002-09-13,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,NY99,KX547252,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547251,2002-07-19,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547251,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547250,2006-08-03,USA,NY,Erie,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547250,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547249,2004-09-15,USA,NYC,Queens,NYC,Quiscalus quiscula,Birds-Perching Birds,1a,WN02,KX547249,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547248,2003-09-26,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547248,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547247,2002-08-14,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547247,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547246,2002-09-06,USA,NY,Chemung,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547246,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.14118823,-76.76001028
KX547245,2002-09-13,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547245,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547244,2003-10-02,USA,NY,Clinton,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547244,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,44.699764,-73.471428
KX547243,2006-08-23,USA,NY,Lewis,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547243,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.78469,-75.44879
KX547242,2010-08-03,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547242,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547241,2003-09-09,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547241,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547240,2008-09-03,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547240,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547239,2003-08-20,USA,NY,Suffolk,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547239,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547238,2002-08-21,USA,NY,St. Lawrence,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547238,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,44.4473,-74.9302
KX547237,2004-08-12,USA,NY,Genesee,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547237,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.00093,-78.19371
KX547236,2011-09-15,USA,NY,Onondaga,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547236,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547235,2015-08-13,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547235,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547234,2012-07-03,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547234,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547233,2007-07-19,USA,NYC,Staten Island,NYC,Quiscalus quiscula,Birds-Perching Birds,1a,WN02,KX547233,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.579021,-74.151535
KX547232,2004-08-30,USA,NYC,Staten Island,NYC,Passer domesticus,Birds-Perching Birds,1a,WN02,KX547232,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.579021,-74.151535
KX547231,2007-08-07,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547231,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547230,2002-09-20,USA,NY,Niagara,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547230,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547229,2006-08-29,USA,NY,Orleans,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547229,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.2507,-78.18901
KX547228,2002-09-10,USA,NYC,Staten Island,NYC,Passer domesticus,Birds-Perching Birds,1a,NY99,KX547228,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.579021,-74.151535
KX547227,2011-09-01,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547227,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547226,2007-07-25,USA,NY,Onondaga,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547226,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547225,2010-09-17,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547225,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547224,2006-09-08,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547224,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547223,2005-09-16,USA,NYC,Queens,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547223,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547222,2012-07-06,USA,NY,Nassau,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547222,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547221,2014-09-23,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547221,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547220,2011-08-18,USA,NY,Suffolk,NY,Coquillettidia,Mosquitoes-Coquillettidia,1a,WN02,KX547220,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547219,2007-08-30,USA,NY,Dutchess,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547219,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547218,2003-08-14,USA,NY,Monroe,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547218,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3307,-74.1868
KX547217,2005-09-29,USA,NYC,Brooklyn,NYC,Colaptes auratus,Birds-Perching Birds,1a,WN02,KX547217,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.650002,-73.949997
KX547216,2011-09-16,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547216,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547215,2006-08-22,USA,NY,Niagara,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547215,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547214,2009-09-10,USA,NY,Chautauqua,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547214,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.209869,-79.470428
KX547213,2002-09-13,USA,NY,Ulster,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547213,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.8586,-74.3118
KX547212,2003-09-30,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547212,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547211,2006-09-11,USA,NY,Putnam,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547211,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.4351,-73.7949
KX547210,2001-08-17,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547210,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547209,2006-10-22,USA,NY,Montgomery,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547209,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.5276,-74.2368
KX547208,2007-07-02,USA,NY,Dutchess,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547208,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547207,2002-08-14,USA,NY,Fulton,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547207,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.1119,-74.4995
KX547206,2015-08-07,USA,NY,Chautauqua,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547206,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.209869,-79.470428
KX547205,2005-08-19,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547205,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547204,2002-09-12,USA,NY,Washington,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547204,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.2519,-73.3709
KX547203,2001-10-04,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547203,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547202,2004-09-26,USA,NY,Niagara,NY,Larus delawarensis,Birds-Seabirds,1a,WN02,KX547202,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547201,2012-07-20,USA,NY,Nassau,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547201,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547200,2012-08-16,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547200,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547199,2005-07-20,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547199,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547198,2012-08-28,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547198,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547197,2004-07-29,USA,NY,Ontario,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547197,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.851,-77.2865
KX547196,2013-09-17,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547196,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547195,2007-09-19,USA,NYC,Bronx,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547195,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.837048,-73.865433
KX547194,2002-09-21,USA,NYC,Manhattan,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,NY99,KX547194,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.776676,-73.971321
KX547193,2005-10-07,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547193,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547192,2011-08-24,USA,NY,Oneida,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547192,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.095654,-75.669487
KX547191,2008-08-07,USA,NY,Dutchess,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547191,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547190,2013-07-12,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547190,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547189,2002-08-09,USA,NY,Broome,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547189,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.1792,75.8534
KX547188,2003-08-15,USA,NY,Broome,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547188,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.1792,75.8534
KX547187,2008-08-28,USA,NY,Albany,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547187,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547186,2008-07-08,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547186,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547185,2012-09-06,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547185,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547184,2013-08-28,USA,NY,Onondaga,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547184,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547183,2008-07-22,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547183,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547182,2002-09-11,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547182,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547181,2003-09-24,USA,NY,Ulster,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547181,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.8586,-74.3118
KX547180,2006-09-07,USA,NY,Oswego,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547180,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547179,2002-08-08,USA,NYC,Staten Island,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,NY99,KX547179,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.579021,-74.151535
KX547178,2003-08-13,USA,NY,Suffolk,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547178,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547177,2012-07-06,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547177,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547176,2003-08-12,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547176,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547175,2008-07-10,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547175,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547174,2013-07-16,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547174,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547173,2005-08-31,USA,NY,Orleans,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547173,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.2507,-78.18901
KX547172,2009-09-02,USA,NY,Greene,NY,Corvus ossifragus,Birds-Perching Birds,1a,WN02,KX547172,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.2957,-74.124
KX547171,2011-08-03,USA,NY,Oneida,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547171,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.095654,-75.669487
KX547170,2003-09-23,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547170,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547169,2015-09-02,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547169,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547168,2012-09-27,USA,NY,Albany,NY,Haemorhous mexicanus,Birds-Perching Birds,1a,WN02,KX547168,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547167,2013-09-04,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547167,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547166,2003-10-28,USA,NY,Greene,NY,Equus caballus,Mammals-Horse,1a,WN02,KX547166,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.2957,-74.124
KX547165,2005-09-10,USA,NY,Broome,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547165,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.1792,75.8534
KX547164,2006-09-08,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547164,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KR868734,2012-08-22,USA,CO,CO,USA,Culex tarsalis,Mosquitoes-Culex,1a,WN02,KR868734,Colorado State University Microbiology Immunology and Pathology,NS_NA_NCBI,Grubaugh et al,39.113014,-105.358887
KJ786936,2012-08-17,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KJ786936,University of Texas Medical Branch Department of Pathology,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KJ786935,2012-08-22,USA,TX,TX,USA,Mimus polyglottos,Birds-Perching Birds,1a,WN02,KJ786935,University of Texas Medical Branch Department of Pathology,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KF704158,2010-08-09,USA,AZ,AZ,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KF704158,Centers for Disease Control and Prevention,NS_NA_NCBI,Plante et al,34.048927,-111.093735
KF704153,2010-08-06,USA,AZ,AZ,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,SW03,KF704153,Centers for Disease Control and Prevention,NS_NA_NCBI,Plante et al,34.048927,-111.093735
KF704147,2010-08-01,USA,AZ,AZ,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,SW03,KF704147,Centers for Disease Control and Prevention,NS_NA_NCBI,Plante et al,34.048927,-111.093735
KC333387,2012-07-18,USA,TX,TX,USA,Passer domesticus,Birds-Perching Birds,1a,WN02,KC333387,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333386,2012-07-18,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333386,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333385,2012-07-11,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333385,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333384,2012-07-11,USA,TX,TX,USA,Lanius ludovicianus,Birds-Perching Birds,1a,WN02,KC333384,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333383,2012-07-06,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333383,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333382,2012-07-06,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333382,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333381,2012-07-04,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333381,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333380,2012-06-29,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333380,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333379,2012-06-28,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333379,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333378,2012-06-28,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333378,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333377,2012-06-14,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333377,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333376,2012-06-14,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KC333376,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333375,2012-08-04,USA,TX,TX,USA,Passer domesticus,Birds-Perching Birds,1a,SW03,KC333375,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC333374,2011-08-26,USA,TX,TX,USA,Passer domesticus,Birds-Perching Birds,1a,WN02,KC333374,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC711059,2012-10-09,USA,TX,TX,USA,Culex restuans,Mosquitoes-Culex,1a,WN02,KC711059,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC711058,2012-06-05,USA,TX,TX,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC711058,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC711057,2012-05-30,USA,TX,TX,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC711057,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KC736502,2012,USA,TX,Dallas,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736502,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736501,2012,USA,TX,Dallas,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736501,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736500,2012,USA,TX,Dallas,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736500,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736499,2012,USA,TX,Montogmery,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736499,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736498,2012,USA,TX,Montogmery,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736498,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736497,2012,USA,TX,Montogmery,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736497,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736496,2012,USA,TX,Montogmery,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736496,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736495,2012,USA,TX,Dallas,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736495,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736494,2012,USA,TX,Montogmery,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736494,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
KC736493,2012,USA,TX,Dallas,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,KC736493,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NS_NA_NCBI,Duggal et al,31.8160381,-99.5120985
